subject_id,Gelman-Rubin
a_subj(0-Back.Affective).11763,1.000175674123594
a_subj(0-Back.Affective).11770,0.9999906159358083
a_subj(0-Back.Affective).11771,1.000361530890293
a_subj(0-Back.Affective).11772,1.0000884670909116
a_subj(0-Back.Affective).11773,1.000220352273888
a_subj(0-Back.Affective).11774,1.000022469472672
a_subj(0-Back.Affective).11775,1.0000894499741955
a_subj(0-Back.Affective).11779,1.000269290411455
a_subj(0-Back.Affective).11783,1.0000197778337938
a_subj(0-Back.Affective).11786,1.0001676087061242
a_subj(0-Back.Affective).11791,1.000711977341025
a_subj(0-Back.Affective).11792,1.000153353357998
a_subj(0-Back.Affective).11793,1.00020073192837
a_subj(0-Back.Affective).11794,1.000101303089291
a_subj(0-Back.Affective).11795,1.0005697739032422
a_subj(0-Back.Affective).11800,1.001397087513996
a_subj(0-Back.Affective).11802,0.9999865041794641
a_subj(0-Back.Affective).11804,0.9999752320201865
a_subj(0-Back.Affective).11805,1.000221434919463
a_subj(0-Back.Affective).11812,1.000704852940812
a_subj(0-Back.Affective).11815,1.0002328119632062
a_subj(0-Back.Affective).11816,0.9999725224255613
a_subj(0-Back.Affective).11823,1.0003923758756554
a_subj(0-Back.Affective).11827,0.9999259120799221
a_subj(0-Back.Affective).11828,0.9999292927045932
a_subj(0-Back.Affective).11830,1.0007285681525768
a_subj(0-Back.Affective).11833,1.0001170863784064
a_subj(0-Back.Affective).11837,1.000129033708566
a_subj(0-Back.Affective).11838,1.0000484791920743
a_subj(0-Back.Affective).11839,1.0002687937204753
a_subj(0-Back.Affective).11840,1.0001123015397826
a_subj(0-Back.Affective).11846,0.999944902564415
a_subj(0-Back.Affective).11847,0.9999553008299948
a_subj(0-Back.Affective).11848,1.0005246657424667
a_subj(0-Back.Affective).11849,1.0001252142847388
a_subj(0-Back.Affective).11854,1.0001381513645313
a_subj(0-Back.Affective).11856,1.0000322704235647
a_subj(0-Back.Affective).11858,1.000444225877585
a_subj(0-Back.Affective).11861,1.0002287034523458
a_subj(0-Back.Affective).11868,1.0000773034459545
a_subj(0-Back.Affective).11869,1.000058897973936
a_subj(0-Back.Affective).11877,0.9999702745503882
a_subj(0-Back.Affective).11879,1.002007806590216
a_subj(0-Back.Affective).11880,1.0002427352245693
a_subj(0-Back.Affective).11882,1.000072612983992
a_subj(0-Back.Affective).11886,1.0002388943328306
a_subj(0-Back.Affective).11888,1.000118692147539
a_subj(0-Back.Affective).11889,1.0000346356423975
a_subj(0-Back.Affective).11891,1.0001909938560516
a_subj(0-Back.Affective).11895,1.0000209927452386
a_subj(0-Back.Affective).11896,1.000269646062695
a_subj(0-Back.Affective).11897,0.9999753714453625
a_subj(0-Back.Affective).11901,1.0001582592973697
a_subj(0-Back.Affective).11902,0.9999913694836657
a_subj(0-Back.Affective).11903,1.00065503151337
a_subj(0-Back.Affective).11904,1.0003032635197624
a_subj(0-Back.Affective).11906,1.0004834558493958
a_subj(0-Back.Affective).11911,1.0001205104715145
a_subj(0-Back.Affective).11912,1.000133111783901
a_subj(0-Back.Affective).11914,1.0000828997809974
a_subj(0-Back.Affective).11916,1.0002465856368128
a_subj(0-Back.Affective).11919,1.0001910353399397
a_subj(0-Back.Affective).11920,1.0000099874057315
a_subj(0-Back.Affective).11921,1.0000409323389674
a_subj(0-Back.Affective).11922,1.0001729030429667
a_subj(0-Back.Affective).11923,1.000121702321571
a_subj(0-Back.Affective).11924,1.0004984951287628
a_subj(0-Back.Affective).11926,1.0002521382750833
a_subj(0-Back.Affective).11928,1.0002588985978211
a_subj(0-Back.Affective).11931,1.0002365014264631
a_subj(0-Back.Affective).11932,1.0012068235707376
a_subj(0-Back.Affective).11933,1.0002625731144936
a_subj(0-Back.Affective).11934,1.0002399469013246
a_subj(0-Back.Affective).11936,1.0000371281530316
a_subj(0-Back.Affective).11938,1.0004432665583283
a_subj(0-Back.Affective).11940,1.0000245209849918
a_subj(0-Back.Affective).11941,1.000829517117947
a_subj(0-Back.Affective).11942,1.0002885335998848
a_subj(0-Back.Affective).11943,1.0003376094283982
a_subj(0-Back.Affective).11944,1.0003177762584177
a_subj(0-Back.Affective).11946,1.0003957884829608
a_subj(0-Back.Affective).11948,1.000543510281674
a_subj(0-Back.Affective).11950,0.9999666762014829
a_subj(0-Back.Affective).11951,1.0000371451635868
a_subj(0-Back.Affective).11952,1.0001565135961514
a_subj(0-Back.Affective).11953,1.0004029050146188
a_subj(0-Back.Affective).11954,1.000354035787418
a_subj(0-Back.Affective).11956,1.0002490600601148
a_subj(0-Back.Affective).11958,1.000465769900973
a_subj(0-Back.Affective).11960,1.0000561233638348
a_subj(0-Back.Affective).11961,1.000074123392976
a_subj(0-Back.Affective).11963,1.0001607189454884
a_subj(0-Back.Affective).11964,1.00066255935057
a_subj(0-Back.Affective).11966,0.9999807813872249
a_subj(0-Back.Affective).11970,1.0002674613851366
a_subj(0-Back.Affective).11971,1.0000059609593162
a_subj(0-Back.Affective).11972,1.0000687524131329
a_subj(0-Back.Affective).11973,1.0000197422004768
a_subj(0-Back.Affective).11974,1.0008009076272681
a_subj(0-Back.Affective).11976,1.0003976210988115
a_subj(0-Back.Affective).11978,1.0000753390882218
a_subj(0-Back.Affective).11980,1.0004509342836403
a_subj(0-Back.Affective).11981,1.0000498282218204
a_subj(0-Back.Affective).11982,1.0004005470256387
a_subj(0-Back.Affective).11983,0.9999254530270938
a_subj(0-Back.Affective).11984,1.0005675660651343
a_subj(0-Back.Affective).11986,1.0004584379574806
a_subj(0-Back.Affective).11988,1.0000551306309227
a_subj(0-Back.Affective).11990,1.000255056403904
a_subj(0-Back.Affective).11992,1.0001050360728916
a_subj(0-Back.Affective).11994,1.0000331883242037
a_subj(0-Back.Affective).11998,1.0004005011488775
a_subj(0-Back.Affective).12002,1.0001372005995417
a_subj(0-Back.Affective).12004,1.0003375855417196
a_subj(0-Back.Affective).12008,1.0007270553662129
a_subj(0-Back.Affective).12015,1.0001850200969822
a_subj(0-Back.Affective).12036,1.0001819368869937
a_subj(0-Back.Affective).12038,1.0001179560629636
a_subj(0-Back.Affective).12039,1.0000897338328012
a_subj(0-Back.Affective).12046,1.0000347407848984
a_subj(0-Back.Affective).12054,1.000986073321604
a_subj(0-Back.Affective).12055,1.0002760867109037
a_subj(0-Back.Affective).12056,1.0003294508815073
a_subj(0-Back.Affective).12062,1.0002952862746362
a_subj(0-Back.Affective).12063,1.000225139250418
a_subj(0-Back.Affective).12064,1.0005129944583728
a_subj(0-Back.Affective).12072,1.0002143611703718
a_subj(0-Back.Affective).12079,1.0000782795550032
a_subj(0-Back.Affective).12081,1.000121671666679
a_subj(0-Back.Affective).12087,1.0001593069013224
a_subj(0-Back.Affective).12088,1.0000956021159666
a_subj(0-Back.Affective).12089,1.0000268811289628
a_subj(0-Back.Affective).12095,1.001525184826796
a_subj(0-Back.Affective).12096,1.000060607912381
a_subj(0-Back.Affective).12104,1.000007063584484
a_subj(0-Back.Affective).12106,0.9999823632776592
a_subj(0-Back.Affective).12112,0.9999451072634788
a_subj(0-Back.Affective).12113,1.0003959401938016
a_subj(0-Back.Affective).12114,1.0003860391533679
a_subj(0-Back.Affective).12115,0.9999770342550032
a_subj(0-Back.Affective).12121,1.0001265561575132
a_subj(0-Back.Affective).12123,1.0000241272446098
a_subj(0-Back.Affective).12130,1.000104394295504
a_subj(0-Back.Affective).12131,1.0002307368595298
a_subj(0-Back.Affective).12132,1.0006401508553329
a_subj(0-Back.Affective).12156,1.0002286113148509
a_subj(0-Back.Affective).12164,0.9999892674746041
a_subj(0-Back.Affective).12171,1.0001849258903357
a_subj(0-Back.Affective).12172,1.0002156327312821
a_subj(0-Back.Affective).12187,1.0000758034101207
a_subj(0-Back.Affective).12188,1.0001716992785894
a_subj(0-Back.Affective).12196,1.0001565695937644
a_subj(0-Back.Affective).12203,1.000205317095424
a_subj(0-Back.Affective).12204,1.0000532914282276
a_subj(0-Back.Affective).12212,0.999953180427433
a_subj(0-Back.Affective).12220,0.9999663599942168
a_subj(0-Back.Affective).12244,1.0003023323654916
a_subj(0-Back.Affective).12245,1.0002278450561053
a_subj(0-Back.Affective).12253,1.0001933570313801
a_subj(0-Back.Affective).12260,1.000051840921707
a_subj(0-Back.Affective).12261,1.000627421605941
a_subj(0-Back.Affective).12269,1.0001724139009152
a_subj(0-Back.Affective).12276,1.0001877476758005
a_subj(0-Back.Affective).12277,1.0005518412790997
a_subj(0-Back.Affective).12285,1.0016504699604516
a_subj(0-Back.Affective).12292,1.0002249584116825
a_subj(0-Back.Affective).12293,1.000011902635617
a_subj(0-Back.Affective).12301,1.0004361354313382
a_subj(0-Back.Affective).12308,1.0000116926439813
a_subj(0-Back.Affective).12309,1.000285014232925
a_subj(0-Back.Affective).12317,1.0001901223628018
a_subj(0-Back.Affective).12329,1.0001503072448588
a_subj(0-Back.Affective).12332,1.0001960287241751
a_subj(0-Back.Affective).12334,1.0002617019162958
a_subj(0-Back.Affective).12336,1.0002464574419974
a_subj(0-Back.Affective).12339,1.0001316333517758
a_subj(0-Back.Affective).12340,0.9999419337786827
a_subj(0-Back.Affective).12341,1.0003248792197614
a_subj(0-Back.Affective).12342,0.9999738617097012
a_subj(0-Back.Affective).12349,1.0003909714496224
a_subj(0-Back.Affective).12362,1.0002875138581473
a_subj(0-Back.Affective).12364,0.9999410221247857
a_subj(0-Back.Affective).12370,1.000441722076144
a_subj(0-Back.Affective).12372,1.0000111495008979
a_subj(0-Back.Affective).12374,0.9999602885793027
a_subj(0-Back.Affective).12379,1.000144100055852
a_subj(0-Back.Affective).12380,1.0003314914977621
a_subj(0-Back.Affective).12392,1.00008197055168
a_subj(0-Back.Affective).12394,1.000182352502832
a_subj(0-Back.Affective).12402,1.0005566895680829
a_subj(0-Back.Affective).12404,1.0000188824204577
a_subj(0-Back.Affective).12412,1.0005919401709618
a_subj(0-Back.Affective).12414,1.0001319219665996
a_subj(0-Back.Affective).12424,0.9999739608649513
a_subj(0-Back.Affective).12429,1.0006502663514056
a_subj(0-Back.Affective).12434,1.0015144095363389
a_subj(0-Back.Affective).12439,1.0001071991888741
a_subj(0-Back.Affective).12440,1.0004603909830345
a_subj(0-Back.Affective).12442,0.9999367848570476
a_subj(0-Back.Affective).12444,1.0003537881991291
a_subj(0-Back.Affective).12452,1.0002982627575288
a_subj(0-Back.Affective).12454,1.000395607453861
a_subj(0-Back.Affective).12462,1.0002620420135842
a_subj(0-Back.Affective).12464,1.0001933110663912
a_subj(0-Back.Affective).12469,1.0005091080156543
a_subj(0-Back.Affective).12470,1.0001602471004827
a_subj(0-Back.Affective).12472,1.0000697891884258
a_subj(0-Back.Affective).12474,1.000018181048992
a_subj(0-Back.Affective).12479,1.0001150394745395
a_subj(0-Back.Affective).12480,1.00027723351742
a_subj(0-Back.Affective).12481,1.0002691557908343
a_subj(0-Back.Affective).12482,1.0001770662605654
a_subj(0-Back.Affective).12483,1.000112953211654
a_subj(0-Back.Affective).12484,1.0004827239460372
a_subj(0-Back.Cognitive).11098,1.0001144930467367
a_subj(0-Back.Cognitive).11684,1.0005576202723245
a_subj(0-Back.Cognitive).11692,1.0002332019102278
a_subj(0-Back.Cognitive).11694,1.0000115745645202
a_subj(0-Back.Cognitive).11702,1.0003693183650388
a_subj(0-Back.Cognitive).11704,1.0002622095453402
a_subj(0-Back.Cognitive).11709,1.0001307489835352
a_subj(0-Back.Cognitive).11710,1.000194519979008
a_subj(0-Back.Cognitive).11711,1.0001321081756942
a_subj(0-Back.Cognitive).11712,1.0002272532318366
a_subj(0-Back.Cognitive).11713,1.0000760068032917
a_subj(0-Back.Cognitive).11714,1.0009206693067623
a_subj(0-Back.Cognitive).11716,1.000020113419008
a_subj(0-Back.Cognitive).11717,1.0001546952056486
a_subj(0-Back.Cognitive).11718,1.0001036901490814
a_subj(0-Back.Cognitive).11720,0.9999356123472087
a_subj(0-Back.Cognitive).11721,1.0003244462405425
a_subj(0-Back.Cognitive).11722,1.000312207847293
a_subj(0-Back.Cognitive).11723,1.0000493129884858
a_subj(0-Back.Cognitive).11724,1.0000352579449971
a_subj(0-Back.Cognitive).11725,1.0005768858288928
a_subj(0-Back.Cognitive).11726,1.0003834229621604
a_subj(0-Back.Cognitive).11727,1.000258890917182
a_subj(0-Back.Cognitive).11728,1.0003055165012835
a_subj(0-Back.Cognitive).11729,1.0002790217019102
a_subj(0-Back.Cognitive).11730,0.999964165198903
a_subj(0-Back.Cognitive).11731,0.9999525354162714
a_subj(0-Back.Cognitive).11732,1.0002176576210071
a_subj(0-Back.Cognitive).11733,1.0005615293987897
a_subj(0-Back.Cognitive).11734,1.0001739267806913
a_subj(0-Back.Cognitive).11735,1.0000942473641163
a_subj(0-Back.Cognitive).11736,1.000548705818347
a_subj(0-Back.Cognitive).11737,1.0001616024205975
a_subj(0-Back.Cognitive).11738,1.0003461750338287
a_subj(0-Back.Cognitive).11740,1.0004709826381877
a_subj(0-Back.Cognitive).11743,0.9999712167876376
a_subj(0-Back.Cognitive).11744,1.0001625370249707
a_subj(0-Back.Cognitive).11746,1.0004273175033052
a_subj(0-Back.Cognitive).11748,1.0002994294646887
a_subj(0-Back.Cognitive).11749,1.0003068118245277
a_subj(0-Back.Cognitive).11750,1.0006856638902606
a_subj(0-Back.Cognitive).11751,1.0001702716134562
a_subj(0-Back.Cognitive).11754,0.9999603855817079
a_subj(0-Back.Cognitive).11755,1.000033714627809
a_subj(0-Back.Cognitive).11758,1.0000564099046356
a_subj(0-Back.Cognitive).11763,1.0010630742617017
a_subj(0-Back.Cognitive).11770,0.9999582904569966
a_subj(0-Back.Cognitive).11771,1.0000334133035729
a_subj(0-Back.Cognitive).11772,1.0000824666190837
a_subj(0-Back.Cognitive).11773,1.0004221757656928
a_subj(0-Back.Cognitive).11774,1.0000976249912636
a_subj(0-Back.Cognitive).11775,1.0000538830166312
a_subj(0-Back.Cognitive).11779,1.0000915499689667
a_subj(0-Back.Cognitive).11783,1.0004618894116246
a_subj(0-Back.Cognitive).11786,1.0003758367793143
a_subj(0-Back.Cognitive).11791,1.000602147804144
a_subj(0-Back.Cognitive).11792,0.9999862353659661
a_subj(0-Back.Cognitive).11793,1.000110437744418
a_subj(0-Back.Cognitive).11794,1.0009918928528043
a_subj(0-Back.Cognitive).11795,1.0011599075733149
a_subj(0-Back.Cognitive).11800,0.9999939019612034
a_subj(0-Back.Cognitive).11802,1.0000411290003304
a_subj(0-Back.Cognitive).11804,1.0004800893563022
a_subj(0-Back.Cognitive).11805,1.000253978520987
a_subj(0-Back.Cognitive).11812,1.0003801653982287
a_subj(0-Back.Cognitive).11815,1.000868977575254
a_subj(0-Back.Cognitive).11816,0.9999374309473714
a_subj(0-Back.Cognitive).11823,1.000317746037656
a_subj(0-Back.Cognitive).11827,1.0001773654798944
a_subj(0-Back.Cognitive).11828,1.0000865843451903
a_subj(0-Back.Cognitive).11830,1.0000691797018295
a_subj(0-Back.Cognitive).11833,1.0003771074946313
a_subj(0-Back.Cognitive).11837,1.0004911442016022
a_subj(0-Back.Cognitive).11838,1.0000788555552624
a_subj(0-Back.Cognitive).11839,1.000028621891494
a_subj(0-Back.Cognitive).11840,1.0004290242048453
a_subj(0-Back.Cognitive).11846,1.0000122058613723
a_subj(0-Back.Cognitive).11847,1.0000332644753385
a_subj(0-Back.Cognitive).11848,1.0000753221245837
a_subj(0-Back.Cognitive).11849,1.0002554270500792
a_subj(0-Back.Cognitive).11854,1.0001244873409896
a_subj(0-Back.Cognitive).11856,1.0001909753203757
a_subj(0-Back.Cognitive).11858,1.0001545003693213
a_subj(0-Back.Cognitive).11861,1.0010598447657493
a_subj(0-Back.Cognitive).11868,1.0002898786195689
a_subj(0-Back.Cognitive).11869,0.9999741628844652
a_subj(0-Back.Cognitive).11877,0.9999538745550961
a_subj(0-Back.Cognitive).11879,1.0002428240449301
a_subj(0-Back.Cognitive).11880,1.0001185054774726
a_subj(0-Back.Cognitive).11882,1.000634351922487
a_subj(0-Back.Cognitive).11886,1.000043907703673
a_subj(0-Back.Cognitive).11888,1.0004850458950658
a_subj(0-Back.Cognitive).11889,1.0001815784801313
a_subj(0-Back.Cognitive).11891,1.0004086464664919
a_subj(0-Back.Cognitive).11895,1.000439041746181
a_subj(0-Back.Cognitive).11896,0.9999951453791619
a_subj(0-Back.Cognitive).11897,1.0000561074294867
a_subj(0-Back.Cognitive).11901,1.0003786675324686
a_subj(0-Back.Cognitive).11902,1.0004116107119798
a_subj(0-Back.Cognitive).11903,1.000144424980323
a_subj(0-Back.Cognitive).11904,1.0000732713106688
a_subj(0-Back.Cognitive).11906,1.001755228074692
a_subj(0-Back.Cognitive).11911,1.00083451814106
a_subj(0-Back.Cognitive).11912,1.000133116824995
a_subj(0-Back.Cognitive).11914,1.000590256877316
a_subj(0-Back.Cognitive).11916,1.0002384613696789
a_subj(0-Back.Cognitive).11919,1.0002327140688279
a_subj(0-Back.Cognitive).11920,1.0005258176059793
a_subj(0-Back.Cognitive).11921,1.0001665335615075
a_subj(0-Back.Cognitive).11922,0.9999484929175338
a_subj(0-Back.Cognitive).11923,1.0008664229013633
a_subj(0-Back.Cognitive).11924,1.0002004401231572
a_subj(0-Back.Cognitive).11926,1.0004600647006938
a_subj(0-Back.Cognitive).11928,1.000227654322083
a_subj(0-Back.Cognitive).11931,1.0000961508145247
a_subj(0-Back.Cognitive).11932,1.0001956218376413
a_subj(0-Back.Cognitive).11933,1.0001627013336798
a_subj(0-Back.Cognitive).11934,1.0001091832458222
a_subj(0-Back.Cognitive).11936,1.0005168699948648
a_subj(0-Back.Cognitive).11938,1.0006773427438747
a_subj(0-Back.Cognitive).11940,1.0004139035847996
a_subj(0-Back.Cognitive).11941,1.0004435309078092
a_subj(0-Back.Cognitive).11942,1.000162811066254
a_subj(0-Back.Cognitive).11943,1.0002286300485836
a_subj(0-Back.Cognitive).11944,1.000239072439532
a_subj(0-Back.Cognitive).11946,1.0005666171265193
a_subj(0-Back.Cognitive).11948,1.000226061909778
a_subj(0-Back.Cognitive).11950,1.0000666101639881
a_subj(0-Back.Cognitive).11951,1.0003277104982637
a_subj(0-Back.Cognitive).11952,1.0002962211673274
a_subj(0-Back.Cognitive).11953,0.9999932265894746
a_subj(0-Back.Cognitive).11954,1.0009324908353612
a_subj(0-Back.Cognitive).11956,1.0001507321736238
a_subj(0-Back.Cognitive).11958,1.0003094087739952
a_subj(0-Back.Cognitive).11960,0.9999993283118164
a_subj(0-Back.Cognitive).11961,1.0005288443109626
a_subj(0-Back.Cognitive).11963,1.0000381476633309
a_subj(0-Back.Cognitive).11964,1.0001422693654702
a_subj(0-Back.Cognitive).11966,1.0001960579846838
a_subj(0-Back.Cognitive).11970,1.000392606909175
a_subj(0-Back.Cognitive).11971,1.0003128580732132
a_subj(0-Back.Cognitive).11972,0.9999559514665597
a_subj(0-Back.Cognitive).11973,1.000130242840835
a_subj(0-Back.Cognitive).11974,1.0003496730923873
a_subj(0-Back.Cognitive).11976,0.9999824513664858
a_subj(0-Back.Cognitive).11978,1.0002173946018815
a_subj(0-Back.Cognitive).11980,1.0000901161325233
a_subj(0-Back.Cognitive).11981,1.000024763034086
a_subj(0-Back.Cognitive).11982,1.0002490462459634
a_subj(0-Back.Cognitive).11983,1.0001895403886347
a_subj(0-Back.Cognitive).11984,1.0000908856492607
a_subj(0-Back.Cognitive).11986,1.0005203174062913
a_subj(0-Back.Cognitive).11988,1.0003848600129592
a_subj(0-Back.Cognitive).11990,1.0007629257057495
a_subj(0-Back.Cognitive).11992,1.0001763310756029
a_subj(0-Back.Cognitive).11994,1.0000968740324043
a_subj(0-Back.Cognitive).11998,1.0000250083958226
a_subj(0-Back.Cognitive).12002,1.0005886399933384
a_subj(0-Back.Cognitive).12004,1.0005063281846631
a_subj(0-Back.Cognitive).12008,1.0000585861872362
a_subj(0-Back.Cognitive).12015,1.0002518825494127
a_subj(0-Back.Cognitive).12036,1.0001235448868082
a_subj(0-Back.Cognitive).12038,1.0003156706723093
a_subj(0-Back.Cognitive).12039,1.0000402285049639
a_subj(0-Back.Cognitive).12046,1.0001441285747603
a_subj(0-Back.Cognitive).12054,1.0000019353919745
a_subj(0-Back.Cognitive).12055,1.0000555541408003
a_subj(0-Back.Cognitive).12056,1.0008937163125173
a_subj(0-Back.Cognitive).12062,1.0003314061795643
a_subj(0-Back.Cognitive).12063,1.000315129773111
a_subj(0-Back.Cognitive).12064,1.0006808676379564
a_subj(0-Back.Cognitive).12072,0.9999311805659687
a_subj(0-Back.Cognitive).12079,1.001775670257557
a_subj(0-Back.Cognitive).12081,1.000124562338888
a_subj(0-Back.Cognitive).12087,1.0001187876974482
a_subj(0-Back.Cognitive).12088,1.0003535467311016
a_subj(0-Back.Cognitive).12089,1.0003150503001133
a_subj(0-Back.Cognitive).12095,1.0002286981140789
a_subj(0-Back.Cognitive).12096,1.000045645940405
a_subj(0-Back.Cognitive).12104,1.0007824638930247
a_subj(0-Back.Cognitive).12106,1.0001240455534752
a_subj(0-Back.Cognitive).12112,1.0006344754757983
a_subj(0-Back.Cognitive).12113,1.0006852465914398
a_subj(0-Back.Cognitive).12114,1.0008492593115788
a_subj(0-Back.Cognitive).12115,0.9999795969472844
a_subj(0-Back.Cognitive).12121,0.9999665821255691
a_subj(0-Back.Cognitive).12123,1.0003340964976017
a_subj(0-Back.Cognitive).12130,1.000195214231796
a_subj(0-Back.Cognitive).12131,1.000534623115501
a_subj(0-Back.Cognitive).12132,1.000241160612015
a_subj(0-Back.Cognitive).12156,1.0000720528611453
a_subj(0-Back.Cognitive).12164,0.9999659993589629
a_subj(0-Back.Cognitive).12171,1.000249120437592
a_subj(0-Back.Cognitive).12172,1.0000746051924514
a_subj(0-Back.Cognitive).12187,1.0001870217718316
a_subj(0-Back.Cognitive).12188,1.0001205221706553
a_subj(0-Back.Cognitive).12196,1.00058608320697
a_subj(0-Back.Cognitive).12203,1.0000380707992116
a_subj(0-Back.Cognitive).12204,1.0004437974037725
a_subj(0-Back.Cognitive).12212,1.0001025062018518
a_subj(0-Back.Cognitive).12220,1.000263681217588
a_subj(0-Back.Cognitive).12244,1.0000940904383475
a_subj(0-Back.Cognitive).12245,1.0000848895440053
a_subj(0-Back.Cognitive).12253,1.0001180558077538
a_subj(0-Back.Cognitive).12260,0.9999972586846093
a_subj(0-Back.Cognitive).12261,0.9999802779266969
a_subj(0-Back.Cognitive).12269,1.000144187440045
a_subj(0-Back.Cognitive).12276,1.00019242287505
a_subj(0-Back.Cognitive).12277,1.0006262748937171
a_subj(0-Back.Cognitive).12285,1.0010569545744286
a_subj(0-Back.Cognitive).12292,1.0002710147413485
a_subj(0-Back.Cognitive).12293,0.9999209994828333
a_subj(0-Back.Cognitive).12301,1.0001788988706894
a_subj(0-Back.Cognitive).12308,1.0003171268559332
a_subj(0-Back.Cognitive).12309,1.0005070147660158
a_subj(0-Back.Cognitive).12317,1.0002790238775723
a_subj(0-Back.Cognitive).12329,1.000319471736728
a_subj(0-Back.Cognitive).12332,1.0001482375737967
a_subj(0-Back.Cognitive).12334,1.0000626930997158
a_subj(0-Back.Cognitive).12336,1.0001624970228933
a_subj(0-Back.Cognitive).12339,1.0000395911822086
a_subj(0-Back.Cognitive).12340,0.999999631801847
a_subj(0-Back.Cognitive).12341,1.0010098350158325
a_subj(0-Back.Cognitive).12342,1.0000393148791185
a_subj(0-Back.Cognitive).12349,1.0004268166387982
a_subj(0-Back.Cognitive).12362,1.0000196956916092
a_subj(0-Back.Cognitive).12364,0.9999952517183445
a_subj(0-Back.Cognitive).12370,1.0007368800973628
a_subj(0-Back.Cognitive).12372,0.9999899056906254
a_subj(0-Back.Cognitive).12374,1.0001194766726147
a_subj(0-Back.Cognitive).12379,1.0002006308006575
a_subj(0-Back.Cognitive).12380,1.0011043094161256
a_subj(0-Back.Cognitive).12392,1.0000048997700108
a_subj(0-Back.Cognitive).12394,1.000105641152676
a_subj(0-Back.Cognitive).12402,1.0002359136696863
a_subj(0-Back.Cognitive).12404,1.0004970716139543
a_subj(0-Back.Cognitive).12412,1.0000458044008604
a_subj(0-Back.Cognitive).12414,0.9999822496821729
a_subj(0-Back.Cognitive).12424,1.0000764221565979
a_subj(0-Back.Cognitive).12429,1.0007261432592731
a_subj(0-Back.Cognitive).12434,1.0020909031138607
a_subj(0-Back.Cognitive).12439,1.0000111568488461
a_subj(0-Back.Cognitive).12440,0.9999685324739569
a_subj(0-Back.Cognitive).12442,1.0000242423391499
a_subj(0-Back.Cognitive).12444,1.000333600923255
a_subj(0-Back.Cognitive).12452,1.0004745165097049
a_subj(0-Back.Cognitive).12454,1.000435194851017
a_subj(0-Back.Cognitive).12462,1.0001682306735853
a_subj(0-Back.Cognitive).12464,1.0000575240223726
a_subj(0-Back.Cognitive).12469,1.0003446811743089
a_subj(0-Back.Cognitive).12470,1.0002193732567388
a_subj(0-Back.Cognitive).12472,1.001168008805928
a_subj(0-Back.Cognitive).12474,1.0003836152017331
a_subj(0-Back.Cognitive).12479,1.0001911315759147
a_subj(0-Back.Cognitive).12480,1.0011183495135123
a_subj(0-Back.Cognitive).12481,1.0002467263095414
a_subj(0-Back.Cognitive).12482,1.000833340182481
a_subj(0-Back.Cognitive).12483,1.0001379149118592
