NbackData
Subject,Handedness,Block,BlockType,Stim.ACC,Stim.RTTime,Stim.RT,StimType,TargetType
11684,Right,1,NULL,NULL,NULL,NULL,NULL,NULL
11684,Right,2,NULL,NULL,NULL,NULL,NULL,NULL
11684,Right,3,0-Back,1,194712,1340,NegFace,nonlure
11684,Right,4,0-Back,1,197712,1835,NegFace,nonlure
11684,Right,5,0-Back,1,199920,1544,NegFace,target
11684,Right,6,0-Back,1,202040,1167,NegFace,lure
11684,Right,7,0-Back,1,204376,999,NegFace,nonlure
11684,Right,8,0-Back,1,206872,998,NegFace,target
11684,Right,9,0-Back,1,209195,817,NegFace,nonlure
11684,Right,10,0-Back,1,211896,1014,NegFace,lure
11684,Right,11,0-Back,1,214376,997,NegFace,lure
11684,Right,12,0-Back,1,216640,756,NegFace,nonlure
11684,Right,13,NULL,NULL,NULL,NULL,NULL,NULL
11684,Right,14,2-Back,0,0,0,NeutFace,nonlure
11684,Right,15,2-Back,0,0,0,NeutFace,nonlure
11684,Right,16,2-Back,0,227633,1235,NeutFace,target
11684,Right,17,2-Back,1,230320,1418,NeutFace,nonlure
11684,Right,18,2-Back,1,232536,1130,NeutFace,nonlure
11684,Right,19,2-Back,1,234912,1009,NeutFace,lure
11684,Right,20,2-Back,1,237705,1298,NeutFace,nonlure
11684,Right,21,2-Back,1,240184,1280,NeutFace,lure
11684,Right,22,2-Back,0,242153,744,NeutFace,target
11684,Right,23,2-Back,1,244984,1070,NeutFace,nonlure
11684,Right,24,NULL,NULL,NULL,NULL,NULL,NULL
11684,Right,25,0-Back,0,0,0,PosFace,target
11684,Right,26,0-Back,1,252760,842,PosFace,nonlure
11684,Right,27,0-Back,1,255633,1210,PosFace,nonlure
11684,Right,28,0-Back,1,258072,1152,PosFace,target
11684,Right,29,0-Back,1,260584,1167,PosFace,lure
11684,Right,30,0-Back,1,263128,1206,PosFace,nonlure
11684,Right,31,0-Back,1,265408,982,PosFace,nonlure
11684,Right,32,0-Back,1,267784,853,PosFace,nonlure
11684,Right,33,0-Back,1,270288,860,PosFace,lure
11684,Right,34,0-Back,1,272833,908,PosFace,lure
11684,Right,35,NULL,NULL,NULL,NULL,NULL,NULL
11684,Right,36,2-Back,1,278312,874,NegFace,nonlure
11684,Right,37,2-Back,1,280763,820,NegFace,nonlure
11684,Right,38,2-Back,1,283272,832,NegFace,lure
11684,Right,39,2-Back,1,285912,967,NegFace,lure
11684,Right,40,2-Back,1,288440,991,NegFace,nonlure
11684,Right,41,2-Back,1,291128,1175,NegFace,nonlure
11684,Right,42,2-Back,1,293392,934,NegFace,nonlure
11684,Right,43,2-Back,0,296176,1221,NegFace,target
11684,Right,44,2-Back,0,298363,911,NegFace,target
11684,Right,45,2-Back,1,300690,734,NegFace,nonlure
11684,Right,46,NULL,NULL,NULL,NULL,NULL,NULL
11684,Right,47,2-Back,0,0,0,Place,nonlure
11684,Right,48,2-Back,1,309144,1171,Place,nonlure
11684,Right,49,2-Back,0,311728,1258,Place,target
11684,Right,50,2-Back,1,314296,1322,Place,nonlure
11684,Right,51,2-Back,1,316553,1075,Place,nonlure
11684,Right,52,2-Back,1,318704,721,Place,nonlure
11684,Right,53,2-Back,0,321192,712,Place,target
11684,Right,54,2-Back,1,323864,879,Place,lure
11684,Right,55,2-Back,1,326609,1119,Place,nonlure
11684,Right,56,2-Back,1,328744,757,Place,lure
11684,Right,57,NULL,NULL,NULL,NULL,NULL,NULL
11684,Right,58,0-Back,1,334753,1261,NeutFace,nonlure
11684,Right,59,0-Back,1,336944,955,NeutFace,target
11684,Right,60,0-Back,1,339931,1438,NeutFace,nonlure
11684,Right,61,0-Back,1,341979,982,NeutFace,nonlure
11684,Right,62,0-Back,0,344403,902,NeutFace,target
11684,Right,63,0-Back,1,346872,867,NeutFace,nonlure
11684,Right,64,0-Back,1,349272,770,NeutFace,lure
11684,Right,65,0-Back,1,351864,858,NeutFace,lure
11684,Right,66,0-Back,1,354216,706,NeutFace,nonlure
11684,Right,67,0-Back,1,356849,840,NeutFace,lure
11684,Right,68,NULL,NULL,NULL,NULL,NULL,NULL
11684,Right,69,0-Back,1,362520,1006,Place,nonlure
11684,Right,70,0-Back,0,365712,1694,Place,nonlure
11684,Right,71,0-Back,1,367656,1133,Place,target
11684,Right,72,0-Back,1,369896,868,Place,nonlure
11684,Right,73,0-Back,1,372840,1315,Place,lure
11684,Right,74,0-Back,1,375632,1610,Place,lure
11684,Right,75,0-Back,1,377640,1113,Place,nonlure
11684,Right,76,0-Back,1,380240,1209,Place,nonlure
11684,Right,77,0-Back,1,382313,785,Place,target
11684,Right,78,0-Back,1,384808,783,Place,lure
11684,Right,79,NULL,NULL,NULL,NULL,NULL,NULL
11684,Right,80,2-Back,1,391064,1526,PosFace,nonlure
11684,Right,81,2-Back,1,393440,1398,PosFace,nonlure
11684,Right,82,2-Back,1,395689,1143,PosFace,nonlure
11684,Right,83,2-Back,0,0,0,PosFace,target
11684,Right,84,2-Back,1,400992,1452,PosFace,target
11684,Right,85,2-Back,1,402969,925,PosFace,nonlure
11684,Right,86,2-Back,1,405424,876,PosFace,nonlure
11684,Right,87,2-Back,1,407936,883,PosFace,nonlure
11684,Right,88,2-Back,1,411240,1690,PosFace,lure
11684,Right,89,2-Back,1,413720,1666,PosFace,lure
11684,Right,90,NULL,NULL,NULL,NULL,NULL,NULL
11684,Right,91,NULL,NULL,NULL,NULL,NULL,NULL
11684,Right,92,0-Back,1,452832,1275,NeutFace,nonlure
11684,Right,93,0-Back,1,454760,699,NeutFace,nonlure
11684,Right,94,0-Back,1,457192,627,NeutFace,nonlure
11684,Right,95,0-Back,0,459913,843,NeutFace,lure
11684,Right,96,0-Back,1,462304,729,NeutFace,nonlure
11684,Right,97,0-Back,0,464848,776,NeutFace,target
11684,Right,98,0-Back,1,467200,631,NeutFace,lure
11684,Right,99,0-Back,1,469624,550,NeutFace,nonlure
11684,Right,100,0-Back,1,472106,535,NeutFace,lure
11684,Right,101,0-Back,0,474696,628,NeutFace,target
11684,Right,102,NULL,NULL,NULL,NULL,NULL,NULL
11684,Right,103,2-Back,1,480760,1178,PosFace,nonlure
11684,Right,104,2-Back,1,483072,986,PosFace,nonlure
11684,Right,105,2-Back,0,485392,809,PosFace,target
11684,Right,106,2-Back,1,487880,793,PosFace,nonlure
11684,Right,107,2-Back,1,490192,601,PosFace,nonlure
11684,Right,108,2-Back,1,492800,705,PosFace,nonlure
11684,Right,109,2-Back,1,495528,936,PosFace,lure
11684,Right,110,2-Back,0,497728,639,PosFace,target
11684,Right,111,2-Back,0,500864,1278,PosFace,lure
11684,Right,112,2-Back,1,502968,877,PosFace,nonlure
11684,Right,113,NULL,NULL,NULL,NULL,NULL,NULL
11684,Right,114,0-Back,1,509160,1570,NegFace,target
11684,Right,115,0-Back,1,510923,836,NegFace,target
11684,Right,116,0-Back,1,513392,800,NegFace,nonlure
11684,Right,117,0-Back,1,516627,1531,NegFace,nonlure
11684,Right,118,0-Back,1,518880,1280,NegFace,nonlure
11684,Right,119,0-Back,1,520832,727,NegFace,nonlure
11684,Right,120,0-Back,1,523336,726,NegFace,nonlure
11684,Right,121,0-Back,1,526384,1277,NegFace,lure
11684,Right,122,0-Back,1,528392,788,NegFace,lure
11684,Right,123,0-Back,0,531536,1435,NegFace,lure
11684,Right,124,NULL,NULL,NULL,NULL,NULL,NULL
11684,Right,125,2-Back,1,537024,1421,Place,nonlure
11684,Right,126,2-Back,1,539176,1076,Place,lure
11684,Right,127,2-Back,0,0,0,Place,nonlure
11684,Right,128,2-Back,1,543841,733,Place,lure
11684,Right,129,2-Back,1,546624,1011,Place,nonlure
11684,Right,130,2-Back,1,548840,723,Place,nonlure
11684,Right,131,2-Back,1,551920,1298,Place,nonlure
11684,Right,132,2-Back,1,553849,722,Place,nonlure
11684,Right,133,2-Back,1,556792,1168,Place,target
11684,Right,134,2-Back,0,0,0,Place,target
11684,Right,135,NULL,NULL,NULL,NULL,NULL,NULL
11684,Right,136,0-Back,1,564808,1182,PosFace,nonlure
11684,Right,137,0-Back,1,566784,653,PosFace,nonlure
11684,Right,138,0-Back,1,569200,564,PosFace,nonlure
11684,Right,139,0-Back,1,572296,1156,PosFace,nonlure
11684,Right,140,0-Back,0,0,0,PosFace,target
11684,Right,141,0-Back,1,576784,643,PosFace,lure
11684,Right,142,0-Back,0,579232,577,PosFace,target
11684,Right,143,0-Back,1,582552,1392,PosFace,lure
11684,Right,144,0-Back,1,584464,800,PosFace,lure
11684,Right,145,0-Back,1,586824,656,PosFace,nonlure
11684,Right,146,NULL,NULL,NULL,NULL,NULL,NULL
11684,Right,147,0-Back,1,592704,1031,Place,nonlure
11684,Right,148,0-Back,1,595192,1015,Place,nonlure
11684,Right,149,0-Back,0,598056,1382,Place,target
11684,Right,150,0-Back,1,600320,1142,Place,target
11684,Right,151,0-Back,1,602545,870,Place,lure
11684,Right,152,0-Back,1,605825,1645,Place,nonlure
11684,Right,153,0-Back,1,608256,1572,Place,nonlure
11684,Right,154,0-Back,1,610320,1139,Place,lure
11684,Right,155,0-Back,1,612832,1146,Place,nonlure
11684,Right,156,0-Back,1,615126,943,Place,lure
11684,Right,157,NULL,NULL,NULL,NULL,NULL,NULL
11684,Right,158,2-Back,1,620960,1264,NeutFace,nonlure
11684,Right,159,2-Back,1,623568,1367,NeutFace,nonlure
11684,Right,160,2-Back,1,625408,710,NeutFace,target
11684,Right,161,2-Back,0,628288,1093,NeutFace,target
11684,Right,162,2-Back,1,630322,623,NeutFace,nonlure
11684,Right,163,2-Back,1,632816,612,NeutFace,nonlure
11684,Right,164,2-Back,1,635336,635,NeutFace,lure
11684,Right,165,2-Back,1,638232,1034,NeutFace,lure
11684,Right,166,2-Back,1,640640,937,NeutFace,nonlure
11684,Right,167,2-Back,1,643224,1016,NeutFace,nonlure
11684,Right,168,NULL,NULL,NULL,NULL,NULL,NULL
11684,Right,169,2-Back,0,648664,943,NegFace,nonlure
11684,Right,170,2-Back,0,650968,750,NegFace,lure
11684,Right,171,2-Back,1,653408,685,NegFace,nonlure
11684,Right,172,2-Back,1,655883,656,NegFace,nonlure
11684,Right,173,2-Back,0,658160,436,NegFace,target
11684,Right,174,2-Back,1,660752,523,NegFace,nonlure
11684,Right,175,2-Back,1,663504,778,NegFace,lure
11684,Right,176,2-Back,0,666208,978,NegFace,target
11684,Right,177,2-Back,1,668560,825,NegFace,nonlure
11684,Right,178,2-Back,1,671376,1137,NegFace,nonlure
11684,Right,179,NULL,NULL,NULL,NULL,NULL,NULL
11692,Left,1,NULL,NULL,NULL,NULL,NULL,NULL
11692,Left,2,NULL,NULL,NULL,NULL,NULL,NULL
11692,Left,3,2-Back,0,0,0,Place,nonlure
11692,Left,4,2-Back,0,0,0,Place,nonlure
11692,Left,5,2-Back,1,170812,1719,Place,target
11692,Left,6,2-Back,1,173415,1825,Place,nonlure
11692,Left,7,2-Back,0,175807,1703,Place,lure
11692,Left,8,2-Back,1,177708,1107,Place,nonlure
11692,Left,9,2-Back,1,180572,1474,Place,lure
11692,Left,10,2-Back,1,182820,1225,Place,nonlure
11692,Left,11,2-Back,1,185039,939,Place,nonlure
11692,Left,12,2-Back,1,187732,1135,Place,target
11692,Left,13,NULL,NULL,NULL,NULL,NULL,NULL
11692,Left,14,0-Back,0,193164,1070,NegFace,nonlure
11692,Left,15,0-Back,0,195700,1109,NegFace,nonlure
11692,Left,16,0-Back,0,0,0,NegFace,lure
11692,Left,17,0-Back,1,201516,1914,NegFace,target
11692,Left,18,0-Back,1,203988,1889,NegFace,nonlure
11692,Left,19,0-Back,1,206462,1866,NegFace,nonlure
11692,Left,20,0-Back,0,0,0,NegFace,lure
11692,Left,21,0-Back,1,211508,1910,NegFace,lure
11692,Left,22,0-Back,1,213367,1264,NegFace,target
11692,Left,23,0-Back,1,215332,725,NegFace,nonlure
11692,Left,24,NULL,NULL,NULL,NULL,NULL,NULL
11692,Left,25,0-Back,1,221036,932,Place,nonlure
11692,Left,26,0-Back,0,223167,566,Place,target
11692,Left,27,0-Back,1,225904,806,Place,lure
11692,Left,28,0-Back,1,228215,620,Place,nonlure
11692,Left,29,0-Back,1,230892,800,Place,nonlure
11692,Left,30,0-Back,1,233212,623,Place,lure
11692,Left,31,0-Back,1,235836,750,Place,nonlure
11692,Left,32,0-Back,1,238189,599,Place,nonlure
11692,Left,33,0-Back,1,240732,645,Place,lure
11692,Left,34,0-Back,1,243356,772,Place,target
11692,Left,35,NULL,NULL,NULL,NULL,NULL,NULL
11692,Left,36,2-Back,1,250060,1979,PosFace,nonlure
11692,Left,37,2-Back,1,252060,1466,PosFace,nonlure
11692,Left,38,2-Back,1,253926,835,PosFace,nonlure
11692,Left,39,2-Back,1,256180,592,PosFace,nonlure
11692,Left,40,2-Back,1,259166,1073,PosFace,lure
11692,Left,41,2-Back,1,262556,1959,PosFace,target
11692,Left,42,2-Back,1,264372,1278,PosFace,lure
11692,Left,43,2-Back,1,266181,590,PosFace,nonlure
11692,Left,44,2-Back,1,269749,1661,PosFace,nonlure
11692,Left,45,2-Back,1,271581,996,PosFace,target
11692,Left,46,NULL,NULL,NULL,NULL,NULL,NULL
11692,Left,47,0-Back,1,277300,1218,NeutFace,target
11692,Left,48,0-Back,1,279044,465,NeutFace,nonlure
11692,Left,49,0-Back,1,281734,658,NeutFace,nonlure
11692,Left,50,0-Back,1,284300,727,NeutFace,lure
11692,Left,51,0-Back,1,286518,448,NeutFace,nonlure
11692,Left,52,0-Back,1,289084,517,NeutFace,nonlure
11692,Left,53,0-Back,1,291685,621,NeutFace,target
11692,Left,54,0-Back,1,294261,693,NeutFace,lure
11692,Left,55,0-Back,1,297124,1059,NeutFace,nonlure
11692,Left,56,0-Back,1,299318,756,NeutFace,lure
11692,Left,57,NULL,NULL,NULL,NULL,NULL,NULL
11692,Left,58,2-Back,1,305540,1481,NegFace,nonlure
11692,Left,59,2-Back,1,307804,1248,NegFace,nonlure
11692,Left,60,2-Back,1,309532,479,NegFace,target
11692,Left,61,2-Back,1,312238,689,NegFace,nonlure
11692,Left,62,2-Back,1,314725,671,NegFace,nonlure
11692,Left,63,2-Back,1,317052,489,NegFace,target
11692,Left,64,2-Back,1,319588,528,NegFace,nonlure
11692,Left,65,2-Back,1,322356,799,NegFace,nonlure
11692,Left,66,2-Back,1,324685,631,NegFace,lure
11692,Left,67,2-Back,1,327572,1021,NegFace,lure
11692,Left,68,NULL,NULL,NULL,NULL,NULL,NULL
11692,Left,69,0-Back,1,332852,804,PosFace,nonlure
11692,Left,70,0-Back,1,335197,645,PosFace,lure
11692,Left,71,0-Back,1,337508,452,PosFace,nonlure
11692,Left,72,0-Back,1,339972,419,PosFace,nonlure
11692,Left,73,0-Back,1,342532,482,PosFace,nonlure
11692,Left,74,0-Back,1,345164,618,PosFace,lure
11692,Left,75,0-Back,1,347516,473,PosFace,lure
11692,Left,76,0-Back,1,350143,604,PosFace,target
11692,Left,77,0-Back,1,352645,601,PosFace,target
11692,Left,78,0-Back,1,355173,625,PosFace,nonlure
11692,Left,79,NULL,NULL,NULL,NULL,NULL,NULL
11692,Left,80,2-Back,1,361548,1503,NeutFace,nonlure
11692,Left,81,2-Back,1,363685,1143,NeutFace,lure
11692,Left,82,2-Back,1,366429,1390,NeutFace,nonlure
11692,Left,83,2-Back,1,368029,485,NeutFace,nonlure
11692,Left,84,2-Back,1,371060,1012,NeutFace,nonlure
11692,Left,85,2-Back,0,0,0,NeutFace,lure
11692,Left,86,2-Back,0,376948,1907,NeutFace,target
11692,Left,87,2-Back,1,378301,763,NeutFace,nonlure
11692,Left,88,2-Back,1,380596,561,NeutFace,nonlure
11692,Left,89,2-Back,1,383028,496,NeutFace,target
11692,Left,90,NULL,NULL,NULL,NULL,NULL,NULL
11692,Left,91,NULL,NULL,NULL,NULL,NULL,NULL
11692,Left,92,2-Back,1,437036,1143,NeutFace,nonlure
11692,Left,93,2-Back,1,439012,615,NeutFace,nonlure
11692,Left,94,2-Back,1,441468,574,NeutFace,lure
11692,Left,95,2-Back,1,444191,792,NeutFace,lure
11692,Left,96,2-Back,1,446653,749,NeutFace,nonlure
11692,Left,97,2-Back,1,448924,516,NeutFace,nonlure
11692,Left,98,2-Back,1,451685,773,NeutFace,target
11692,Left,99,2-Back,1,453943,526,NeutFace,nonlure
11692,Left,100,2-Back,1,456508,587,NeutFace,nonlure
11692,Left,101,2-Back,1,458933,515,NeutFace,target
11692,Left,102,NULL,NULL,NULL,NULL,NULL,NULL
11692,Left,103,0-Back,1,465277,1346,Place,target
11692,Left,104,0-Back,1,467165,729,Place,nonlure
11692,Left,105,0-Back,1,469471,531,Place,nonlure
11692,Left,106,0-Back,1,471927,490,Place,lure
11692,Left,107,0-Back,1,474453,512,Place,nonlure
11692,Left,108,0-Back,1,476892,455,Place,lure
11692,Left,109,0-Back,1,479485,543,Place,nonlure
11692,Left,110,0-Back,1,482356,917,Place,target
11692,Left,111,0-Back,1,484389,453,Place,lure
11692,Left,112,0-Back,1,487045,605,Place,nonlure
11692,Left,113,NULL,NULL,NULL,NULL,NULL,NULL
11692,Left,114,2-Back,1,492812,868,PosFace,nonlure
11692,Left,115,2-Back,1,494933,484,PosFace,nonlure
11692,Left,116,2-Back,1,497471,518,PosFace,nonlure
11692,Left,117,2-Back,1,499980,530,PosFace,lure
11692,Left,118,2-Back,1,502717,763,PosFace,nonlure
11692,Left,119,2-Back,1,505580,1129,PosFace,lure
11692,Left,120,2-Back,1,507533,577,PosFace,nonlure
11692,Left,121,2-Back,1,510175,714,PosFace,nonlure
11692,Left,122,2-Back,1,512428,470,PosFace,target
11692,Left,123,2-Back,1,515653,1191,PosFace,target
11692,Left,124,NULL,NULL,NULL,NULL,NULL,NULL
11692,Left,125,0-Back,1,520996,1029,NeutFace,nonlure
11692,Left,126,0-Back,1,522973,501,NeutFace,nonlure
11692,Left,127,0-Back,1,525397,421,NeutFace,nonlure
11692,Left,128,0-Back,1,527925,452,NeutFace,lure
11692,Left,129,0-Back,1,530357,387,NeutFace,lure
11692,Left,130,0-Back,1,533013,539,NeutFace,nonlure
11692,Left,131,0-Back,1,535669,691,NeutFace,nonlure
11692,Left,132,0-Back,1,538068,594,NeutFace,lure
11692,Left,133,0-Back,1,540509,538,NeutFace,target
11692,Left,134,0-Back,1,543012,537,NeutFace,target
11692,Left,135,NULL,NULL,NULL,NULL,NULL,NULL
11692,Left,136,2-Back,1,548628,648,NegFace,nonlure
11692,Left,137,2-Back,1,551079,595,NegFace,nonlure
11692,Left,138,2-Back,1,553517,528,NegFace,nonlure
11692,Left,139,2-Back,1,556068,582,NegFace,lure
11692,Left,140,2-Back,1,558605,622,NegFace,target
11692,Left,141,2-Back,1,561430,942,NegFace,nonlure
11692,Left,142,2-Back,1,563717,724,NegFace,nonlure
11692,Left,143,2-Back,1,566141,644,NegFace,nonlure
11692,Left,144,2-Back,1,568668,667,NegFace,lure
11692,Left,145,2-Back,0,571316,818,NegFace,target
11692,Left,146,NULL,NULL,NULL,NULL,NULL,NULL
11692,Left,147,0-Back,1,576804,792,PosFace,nonlure
11692,Left,148,0-Back,1,579439,930,PosFace,target
11692,Left,149,0-Back,1,581604,590,PosFace,nonlure
11692,Left,150,0-Back,1,584196,685,PosFace,target
11692,Left,151,0-Back,1,586572,564,PosFace,lure
11692,Left,152,0-Back,1,589015,503,PosFace,lure
11692,Left,153,0-Back,1,591485,469,PosFace,nonlure
11692,Left,154,0-Back,1,593957,437,PosFace,nonlure
11692,Left,155,0-Back,1,596676,652,PosFace,nonlure
11692,Left,156,0-Back,1,599116,595,PosFace,lure
11692,Left,157,NULL,NULL,NULL,NULL,NULL,NULL
11692,Left,158,2-Back,0,0,0,Place,nonlure
11692,Left,159,2-Back,1,608252,1722,Place,nonlure
11692,Left,160,2-Back,1,610396,1362,Place,nonlure
11692,Left,161,2-Back,0,613165,1626,Place,nonlure
11692,Left,162,2-Back,0,615541,1505,Place,target
11692,Left,163,2-Back,0,618365,1824,Place,target
11692,Left,164,2-Back,1,619860,815,Place,nonlure
11692,Left,165,2-Back,1,622669,1127,Place,lure
11692,Left,166,2-Back,1,625031,984,Place,nonlure
11692,Left,167,2-Back,1,627367,823,Place,lure
11692,Left,168,NULL,NULL,NULL,NULL,NULL,NULL
11692,Left,169,0-Back,1,633013,969,NegFace,target
11692,Left,170,0-Back,1,635285,737,NegFace,nonlure
11692,Left,171,0-Back,1,638868,1823,NegFace,lure
11692,Left,172,0-Back,1,640572,1022,NegFace,nonlure
11692,Left,173,0-Back,1,642528,474,NegFace,nonlure
11692,Left,174,0-Back,1,645332,781,NegFace,target
11692,Left,175,0-Back,1,647589,525,NegFace,lure
11692,Left,176,0-Back,1,650260,692,NegFace,nonlure
11692,Left,177,0-Back,1,653087,1022,NegFace,lure
11692,Left,178,0-Back,1,655388,819,NegFace,nonlure
11692,Left,179,NULL,NULL,NULL,NULL,NULL,NULL
11694,Right,1,NULL,NULL,NULL,NULL,NULL,NULL
11694,Right,2,NULL,NULL,NULL,NULL,NULL,NULL
11694,Right,3,0-Back,1,134065,1913,NegFace,nonlure
11694,Right,4,0-Back,1,135627,970,NegFace,nonlure
11694,Right,5,0-Back,1,137971,817,NegFace,target
11694,Right,6,0-Back,1,140673,1022,NegFace,lure
11694,Right,7,0-Back,1,142801,646,NegFace,nonlure
11694,Right,8,0-Back,1,145168,516,NegFace,target
11694,Right,9,0-Back,1,147673,517,NegFace,nonlure
11694,Right,10,0-Back,1,150171,511,NegFace,lure
11694,Right,11,0-Back,1,152859,702,NegFace,lure
11694,Right,12,0-Back,1,155585,924,NegFace,nonlure
11694,Right,13,NULL,NULL,NULL,NULL,NULL,NULL
11694,Right,14,2-Back,1,161418,1253,NeutFace,nonlure
11694,Right,15,2-Back,1,163321,652,NeutFace,nonlure
11694,Right,16,2-Back,0,166323,1157,NeutFace,target
11694,Right,17,2-Back,1,168411,741,NeutFace,nonlure
11694,Right,18,2-Back,1,170921,746,NeutFace,nonlure
11694,Right,19,2-Back,1,173145,473,NeutFace,lure
11694,Right,20,2-Back,1,175657,481,NeutFace,nonlure
11694,Right,21,2-Back,1,178049,376,NeutFace,lure
11694,Right,22,2-Back,0,180979,801,NeutFace,target
11694,Right,23,2-Back,1,183401,719,NeutFace,nonlure
11694,Right,24,NULL,NULL,NULL,NULL,NULL,NULL
11694,Right,25,0-Back,1,189690,1509,PosFace,target
11694,Right,26,0-Back,1,191641,956,PosFace,nonlure
11694,Right,27,0-Back,1,193979,789,PosFace,nonlure
11694,Right,28,0-Back,1,196192,497,PosFace,target
11694,Right,29,0-Back,1,198603,411,PosFace,lure
11694,Right,30,0-Back,1,201257,561,PosFace,nonlure
11694,Right,31,0-Back,1,203809,608,PosFace,nonlure
11694,Right,32,0-Back,1,206211,506,PosFace,nonlure
11694,Right,33,0-Back,1,208699,497,PosFace,lure
11694,Right,34,0-Back,1,211123,424,PosFace,lure
11694,Right,35,NULL,NULL,NULL,NULL,NULL,NULL
11694,Right,36,2-Back,1,217811,1607,NegFace,nonlure
11694,Right,37,2-Back,1,219360,651,NegFace,nonlure
11694,Right,38,2-Back,1,221699,493,NegFace,lure
11694,Right,39,2-Back,1,224081,378,NegFace,lure
11694,Right,40,2-Back,1,226707,499,NegFace,nonlure
11694,Right,41,2-Back,1,229131,419,NegFace,nonlure
11694,Right,42,2-Back,1,231618,401,NegFace,nonlure
11694,Right,43,2-Back,0,234211,497,NegFace,target
11694,Right,44,2-Back,0,236811,600,NegFace,target
11694,Right,45,2-Back,1,239065,350,NegFace,nonlure
11694,Right,46,NULL,NULL,NULL,NULL,NULL,NULL
11694,Right,47,2-Back,0,0,0,Place,nonlure
11694,Right,48,2-Back,1,248091,1367,Place,nonlure
11694,Right,49,2-Back,0,249561,340,Place,target
11694,Right,50,2-Back,1,252249,524,Place,nonlure
11694,Right,51,2-Back,1,255003,773,Place,nonlure
11694,Right,52,2-Back,1,257072,338,Place,nonlure
11694,Right,53,2-Back,0,259601,370,Place,target
11694,Right,54,2-Back,1,262299,571,Place,lure
11694,Right,55,2-Back,1,264633,401,Place,nonlure
11694,Right,56,2-Back,1,267081,352,Place,lure
11694,Right,57,NULL,NULL,NULL,NULL,NULL,NULL
11694,Right,58,0-Back,1,272960,726,NeutFace,nonlure
11694,Right,59,0-Back,1,275354,623,NeutFace,target
11694,Right,60,0-Back,0,0,0,NeutFace,nonlure
11694,Right,61,0-Back,1,280450,710,NeutFace,nonlure
11694,Right,62,0-Back,0,282793,556,NeutFace,target
11694,Right,63,0-Back,1,285700,961,NeutFace,nonlure
11694,Right,64,0-Back,1,287795,559,NeutFace,lure
11694,Right,65,0-Back,1,290539,806,NeutFace,lure
11694,Right,66,0-Back,1,292961,723,NeutFace,nonlure
11694,Right,67,0-Back,1,295186,451,NeutFace,lure
11694,Right,68,NULL,NULL,NULL,NULL,NULL,NULL
11694,Right,69,0-Back,0,0,0,Place,nonlure
11694,Right,70,0-Back,0,0,0,Place,nonlure
11694,Right,71,0-Back,0,305793,552,Place,target
11694,Right,72,0-Back,1,308443,697,Place,nonlure
11694,Right,73,0-Back,1,310827,584,Place,lure
11694,Right,74,0-Back,0,313705,965,Place,lure
11694,Right,75,0-Back,1,315785,541,Place,nonlure
11694,Right,76,0-Back,1,318225,476,Place,nonlure
11694,Right,77,0-Back,1,322148,1902,Place,target
11694,Right,78,0-Back,1,323299,556,Place,lure
11694,Right,79,NULL,NULL,NULL,NULL,NULL,NULL
11694,Right,80,2-Back,1,329683,1436,PosFace,nonlure
11694,Right,81,2-Back,1,331857,1106,PosFace,nonlure
11694,Right,82,2-Back,1,333905,650,PosFace,nonlure
11694,Right,83,2-Back,0,336203,451,PosFace,target
11694,Right,84,2-Back,0,338776,527,PosFace,target
11694,Right,85,2-Back,1,341081,328,PosFace,nonlure
11694,Right,86,2-Back,1,343721,463,PosFace,nonlure
11694,Right,87,2-Back,1,346505,742,PosFace,nonlure
11694,Right,88,2-Back,1,348643,383,PosFace,lure
11694,Right,89,2-Back,1,351027,270,PosFace,lure
11694,Right,90,NULL,NULL,NULL,NULL,NULL,NULL
11694,Right,91,NULL,NULL,NULL,NULL,NULL,NULL
11694,Right,92,0-Back,0,0,0,NeutFace,nonlure
11694,Right,93,0-Back,0,0,0,NeutFace,nonlure
11694,Right,94,0-Back,0,0,0,NeutFace,nonlure
11694,Right,95,0-Back,1,385513,1221,NeutFace,lure
11694,Right,96,0-Back,1,387193,397,NeutFace,nonlure
11694,Right,97,0-Back,1,389884,591,NeutFace,target
11694,Right,98,0-Back,1,392201,411,NeutFace,lure
11694,Right,99,0-Back,1,394617,323,NeutFace,nonlure
11694,Right,100,0-Back,1,397377,586,NeutFace,lure
11694,Right,101,0-Back,1,399969,681,NeutFace,target
11694,Right,102,NULL,NULL,NULL,NULL,NULL,NULL
11694,Right,103,2-Back,1,405377,575,PosFace,nonlure
11694,Right,104,2-Back,1,407763,457,PosFace,nonlure
11694,Right,105,2-Back,0,410265,462,PosFace,target
11694,Right,106,2-Back,1,412771,463,PosFace,nonlure
11694,Right,107,2-Back,1,415177,365,PosFace,nonlure
11694,Right,108,2-Back,1,417681,365,PosFace,nonlure
11694,Right,109,2-Back,1,420425,612,PosFace,lure
11694,Right,110,2-Back,0,422833,523,PosFace,target
11694,Right,111,2-Back,1,425369,562,PosFace,lure
11694,Right,112,2-Back,1,427657,345,PosFace,nonlure
11694,Right,113,NULL,NULL,NULL,NULL,NULL,NULL
11694,Right,114,0-Back,1,433672,863,NegFace,target
11694,Right,115,0-Back,1,435881,575,NegFace,target
11694,Right,116,0-Back,1,438281,471,NegFace,nonlure
11694,Right,117,0-Back,1,440961,647,NegFace,nonlure
11694,Right,118,0-Back,1,443539,721,NegFace,nonlure
